Date, Time, Temperature, Humidity, Signal for fan
[dd/mm/yy],[hh:mm:ss],[°C],[%], [-]
02/05/17, 17:04:22, 55, 18, 1
02/05/17, 17:04:55, 55, 18, 1
02/05/17, 17:05:25, 55, 18, 1
02/05/17, 17:05:55, 55, 17, 1
02/05/17, 17:06:25, 55, 18, 1
02/05/17, 17:06:55, 55, 18, 1
02/05/17, 17:07:27, 55, 18, 1
02/05/17, 17:07:58, 55, 18, 1
02/05/17, 17:08:30, 55, 18, 1
02/05/17, 17:09:12, 55, 18, 1
02/05/17, 17:09:44, 55, 18, 1
02/05/17, 17:10:15, 55, 18, 1
02/05/17, 17:10:46, 55, 18, 1
02/05/17, 17:11:18, 55, 18, 1
02/05/17, 17:11:53, 55, 18, 1
02/05/17, 17:12:24, 55, 18, 1
02/05/17, 17:12:54, 55, 18, 1
02/05/17, 17:13:25, 55, 18, 1
02/05/17, 17:13:57, 55, 18, 1
02/05/17, 17:14:27, 55, 18, 1
02/05/17, 17:14:58, 55, 18, 1
02/05/17, 17:15:28, 55, 18, 1
02/05/17, 17:15:58, 55, 18, 1
02/05/17, 17:16:29, 55, 18, 1
02/05/17, 17:17:02, 55, 18, 1
02/05/17, 17:17:32, 55, 18, 1
02/05/17, 17:18:02, 55, 17, 1
02/05/17, 17:18:34, 55, 18, 1
02/05/17, 17:19:04, 55, 18, 1
02/05/17, 17:19:35, 55, 18, 1
02/05/17, 17:20:06, 55, 18, 1
02/05/17, 17:20:37, 55, 18, 1
02/05/17, 17:21:07, 55, 18, 1
02/05/17, 17:21:38, 55, 18, 1
02/05/17, 17:22:10, 55, 17, 1
02/05/17, 17:22:44, 55, 18, 1
02/05/17, 17:23:14, 55, 18, 1
02/05/17, 17:23:45, 55, 18, 1
02/05/17, 17:24:16, 55, 18, 1
02/05/17, 17:24:47, 55, 18, 1
02/05/17, 17:25:19, 55, 18, 1
02/05/17, 17:25:50, 55, 18, 1
02/05/17, 17:26:20, 55, 18, 1
02/05/17, 17:26:50, 55, 18, 1
02/05/17, 17:27:21, 55, 18, 1
02/05/17, 17:27:53, 55, 18, 1
02/05/17, 17:28:25, 55, 18, 1
02/05/17, 17:28:57, 55, 18, 1
02/05/17, 17:29:27, 55, 18, 1
02/05/17, 17:29:58, 55, 18, 1
02/05/17, 17:30:28, 55, 17, 1
02/05/17, 17:31:01, 55, 18, 1
02/05/17, 17:31:32, 55, 18, 1
02/05/17, 17:32:02, 55, 17, 1
02/05/17, 17:32:33, 55, 17, 1
02/05/17, 17:33:04, 55, 18, 1
02/05/17, 17:33:35, 55, 18, 1
02/05/17, 17:34:08, 55, 18, 1
02/05/17, 17:34:38, 55, 18, 1
02/05/17, 17:35:09, 55, 18, 1
02/05/17, 17:35:44, 55, 18, 1
02/05/17, 17:36:19, 55, 18, 1
02/05/17, 17:36:53, 55, 18, 1
02/05/17, 17:37:24, 55, 18, 1
02/05/17, 17:37:54, 55, 18, 1
02/05/17, 17:38:25, 55, 18, 1
02/05/17, 17:38:58, 55, 18, 1
02/05/17, 17:39:29, 55, 18, 1
02/05/17, 17:39:59, 55, 18, 1
02/05/17, 17:40:31, 55, 18, 1
02/05/17, 17:41:05, 55, 18, 1
02/05/17, 17:41:39, 55, 18, 1
02/05/17, 17:42:10, 55, 18, 1
02/05/17, 17:42:40, 55, 17, 1
02/05/17, 17:43:14, 55, 18, 1
02/05/17, 17:43:55, 55, 18, 1
02/05/17, 17:44:27, 55, 18, 1
02/05/17, 17:44:59, 55, 18, 1
02/05/17, 17:45:31, 55, 18, 1
02/05/17, 17:46:02, 55, 18, 1
02/05/17, 17:46:42, 55, 18, 1
02/05/17, 17:47:15, 55, 18, 1
02/05/17, 17:47:46, 55, 18, 1
02/05/17, 17:48:25, 55, 18, 1
02/05/17, 17:48:55, 55, 18, 1
02/05/17, 17:49:27, 55, 17, 1
02/05/17, 17:49:59, 55, 18, 1
02/05/17, 17:50:29, 55, 18, 1
02/05/17, 17:51:04, 55, 18, 1
02/05/17, 17:51:38, 55, 18, 1
02/05/17, 17:52:09, 55, 18, 1
02/05/17, 17:52:40, 55, 18, 1
02/05/17, 17:53:11, 55, 18, 1
02/05/17, 17:53:41, 55, 18, 1
02/05/17, 17:54:20, 55, 18, 1
02/05/17, 17:54:53, 55, 18, 1
02/05/17, 17:55:23, 55, 18, 1
02/05/17, 17:55:54, 55, 18, 1
02/05/17, 17:56:25, 55, 18, 1
02/05/17, 17:57:02, 55, 18, 1
02/05/17, 17:57:33, 55, 18, 1
02/05/17, 17:58:03, 55, 18, 1
02/05/17, 17:58:34, 55, 18, 1
02/05/17, 17:59:07, 55, 18, 1
02/05/17, 17:59:38, 55, 18, 1
02/05/17, 18:00:13, 55, 18, 1
02/05/17, 18:00:44, 55, 17, 1
02/05/17, 18:01:14, 55, 18, 1
02/05/17, 18:01:44, 55, 18, 1
02/05/17, 18:02:16, 55, 18, 1
02/05/17, 18:02:49, 55, 18, 1
02/05/17, 18:03:21, 55, 18, 1
02/05/17, 18:03:51, 55, 18, 1
02/05/17, 18:04:22, 55, 18, 1
02/05/17, 18:04:53, 55, 18, 1
02/05/17, 18:05:23, 55, 18, 1
02/05/17, 18:05:55, 55, 18, 1
02/05/17, 18:06:25, 55, 18, 1
02/05/17, 18:06:57, 55, 18, 1
02/05/17, 18:07:27, 55, 18, 1
02/05/17, 18:08:02, 55, 18, 1
02/05/17, 18:08:35, 55, 18, 1
02/05/17, 18:09:08, 55, 18, 1
02/05/17, 18:09:40, 55, 18, 1
02/05/17, 18:10:11, 55, 18, 1
02/05/17, 18:10:43, 55, 18, 1
02/05/17, 18:11:14, 55, 18, 1
02/05/17, 18:11:44, 55, 18, 1
02/05/17, 18:12:15, 55, 18, 1
02/05/17, 18:12:45, 55, 18, 1
02/05/17, 18:13:15, 55, 18, 1
02/05/17, 18:13:47, 55, 18, 1
02/05/17, 18:14:17, 55, 18, 1
02/05/17, 18:14:53, 55, 18, 1
02/05/17, 18:15:26, 55, 18, 1
02/05/17, 18:15:57, 55, 18, 1
02/05/17, 18:16:28, 55, 17, 1
02/05/17, 18:16:59, 55, 18, 1
02/05/17, 18:17:39, 55, 18, 1
02/05/17, 18:18:09, 55, 18, 1
02/05/17, 18:18:39, 55, 17, 1
02/05/17, 18:19:10, 55, 18, 1
02/05/17, 18:19:41, 55, 18, 1
02/05/17, 18:20:16, 55, 18, 1
02/05/17, 18:20:46, 55, 18, 1
02/05/17, 18:21:17, 55, 18, 1
02/05/17, 18:21:49, 55, 18, 1
02/05/17, 18:22:19, 55, 18, 1
02/05/17, 18:22:49, 55, 18, 1
02/05/17, 18:23:19, 55, 18, 1
02/05/17, 18:23:50, 55, 18, 1
02/05/17, 18:24:22, 55, 18, 1
02/05/17, 18:24:55, 55, 18, 1
02/05/17, 18:25:25, 55, 18, 1
02/05/17, 18:25:56, 55, 18, 1
02/05/17, 18:26:30, 55, 18, 1
02/05/17, 18:27:00, 55, 17, 1
02/05/17, 18:27:31, 55, 18, 1
02/05/17, 18:28:01, 55, 18, 1
02/05/17, 18:28:32, 55, 18, 1
02/05/17, 18:29:03, 55, 18, 1
02/05/17, 18:29:35, 55, 18, 1
02/05/17, 18:30:05, 55, 18, 1
02/05/17, 18:30:36, 55, 18, 1
02/05/17, 18:31:06, 55, 18, 1
02/05/17, 18:31:41, 55, 18, 1
02/05/17, 18:32:15, 55, 18, 1
02/05/17, 18:32:45, 55, 18, 1
02/05/17, 18:33:16, 55, 18, 1
02/05/17, 18:33:46, 55, 18, 1
02/05/17, 18:34:16, 55, 18, 1
02/05/17, 18:34:48, 55, 18, 1
02/05/17, 18:35:19, 55, 18, 1
02/05/17, 18:35:57, 55, 18, 1
02/05/17, 18:36:34, 55, 18, 1
02/05/17, 18:37:06, 55, 18, 1
02/05/17, 18:37:37, 55, 17, 1
02/05/17, 18:38:08, 55, 18, 1
02/05/17, 18:38:40, 55, 18, 1
02/05/17, 18:39:17, 55, 18, 1
02/05/17, 18:39:48, 55, 18, 1
02/05/17, 18:40:23, 55, 18, 1
02/05/17, 18:40:55, 55, 18, 1
02/05/17, 18:41:25, 55, 18, 1
02/05/17, 18:41:59, 55, 18, 1
02/05/17, 18:42:30, 55, 17, 1
02/05/17, 18:43:00, 55, 18, 1
02/05/17, 18:43:42, 55, 18, 1
02/05/17, 18:44:12, 55, 18, 1
02/05/17, 18:44:42, 55, 18, 1
02/05/17, 18:45:13, 55, 18, 1
02/05/17, 18:45:53, 55, 18, 1
02/05/17, 18:46:24, 55, 18, 1
02/05/17, 18:46:57, 55, 18, 1
02/05/17, 18:47:28, 55, 18, 1
02/05/17, 18:47:58, 55, 18, 1
02/05/17, 18:48:28, 55, 18, 1
02/05/17, 18:49:21, 55, 18, 1
02/05/17, 18:49:55, 55, 18, 1
02/05/17, 18:50:26, 55, 18, 1
02/05/17, 18:51:02, 55, 18, 1
02/05/17, 18:51:39, 55, 18, 1
02/05/17, 18:52:09, 55, 18, 1
02/05/17, 18:52:39, 55, 18, 1
02/05/17, 18:53:10, 55, 18, 1
02/05/17, 18:53:52, 55, 18, 1
02/05/17, 18:54:25, 55, 18, 1
02/05/17, 18:54:55, 55, 18, 1
02/05/17, 18:55:29, 55, 18, 1
02/05/17, 18:55:59, 55, 18, 1
02/05/17, 18:56:29, 55, 18, 1
02/05/17, 18:56:59, 55, 18, 1
02/05/17, 18:57:31, 55, 18, 1
02/05/17, 18:58:02, 55, 18, 1
02/05/17, 18:58:34, 55, 18, 1
02/05/17, 18:59:08, 55, 18, 1
02/05/17, 18:59:39, 55, 18, 1
02/05/17, 19:00:09, 55, 18, 1
02/05/17, 19:00:40, 55, 18, 1
02/05/17, 19:01:10, 55, 18, 1
02/05/17, 19:01:40, 55, 18, 1
02/05/17, 19:02:11, 55, 18, 1
02/05/17, 19:02:42, 55, 18, 1
02/05/17, 19:03:15, 55, 18, 1
02/05/17, 19:03:48, 55, 18, 1
02/05/17, 19:04:23, 55, 18, 1
02/05/17, 19:04:55, 55, 18, 1
02/05/17, 19:05:26, 55, 18, 1
02/05/17, 19:05:56, 55, 18, 1
02/05/17, 19:06:31, 55, 18, 1
02/05/17, 19:07:05, 55, 18, 1
02/05/17, 19:07:36, 55, 18, 1
02/05/17, 19:08:07, 55, 18, 1
02/05/17, 19:08:48, 55, 18, 1
02/05/17, 19:09:19, 55, 18, 1
02/05/17, 19:09:53, 55, 18, 1
02/05/17, 19:10:23, 55, 18, 1
02/05/17, 19:10:55, 55, 18, 1
02/05/17, 19:11:30, 55, 18, 1
02/05/17, 19:12:00, 55, 18, 1
02/05/17, 19:12:31, 55, 18, 1
02/05/17, 19:13:02, 55, 18, 1
02/05/17, 19:13:32, 55, 18, 1
02/05/17, 19:14:03, 55, 18, 1
02/05/17, 19:14:33, 55, 18, 1
02/05/17, 19:15:03, 55, 18, 1
02/05/17, 19:15:33, 55, 17, 1
02/05/17, 19:16:04, 55, 18, 1
02/05/17, 19:16:34, 55, 18, 1
02/05/17, 19:17:04, 55, 18, 1
02/05/17, 19:17:34, 55, 18, 1
02/05/17, 19:18:07, 55, 18, 1
02/05/17, 19:18:37, 55, 18, 1
02/05/17, 19:19:17, 55, 18, 1
02/05/17, 19:19:50, 55, 18, 1
02/05/17, 19:20:21, 55, 18, 1
02/05/17, 19:20:51, 55, 17, 1
02/05/17, 19:21:21, 55, 18, 1
02/05/17, 19:21:52, 55, 18, 1
02/05/17, 19:22:22, 55, 18, 1
02/05/17, 19:22:54, 55, 18, 1
02/05/17, 19:23:24, 55, 18, 1
02/05/17, 19:23:54, 55, 18, 1
02/05/17, 19:24:24, 55, 18, 1
02/05/17, 19:24:57, 55, 18, 1
02/05/17, 19:25:27, 55, 18, 1
02/05/17, 19:25:59, 55, 18, 1
02/05/17, 19:26:30, 55, 18, 1
02/05/17, 19:27:00, 55, 18, 1
02/05/17, 19:27:31, 55, 18, 1
02/05/17, 19:28:04, 55, 18, 1
02/05/17, 19:28:35, 55, 18, 1
02/05/17, 19:29:05, 55, 18, 1
02/05/17, 19:29:40, 55, 18, 1
02/05/17, 19:30:12, 55, 18, 1
02/05/17, 19:30:48, 55, 18, 1
02/05/17, 19:31:18, 55, 18, 1
02/05/17, 19:31:49, 55, 18, 1
02/05/17, 19:32:21, 55, 18, 1
02/05/17, 19:32:51, 55, 18, 1
02/05/17, 19:33:23, 55, 18, 1
02/05/17, 19:33:53, 55, 18, 1
02/05/17, 19:34:26, 55, 18, 1
02/05/17, 19:34:56, 55, 18, 1
02/05/17, 19:35:26, 55, 18, 1
02/05/17, 19:36:00, 55, 18, 1
02/05/17, 19:36:30, 55, 18, 1
02/05/17, 19:37:00, 55, 18, 1
02/05/17, 19:37:46, 55, 18, 1
02/05/17, 19:38:16, 55, 18, 1
02/05/17, 19:38:48, 55, 18, 1
02/05/17, 19:39:18, 55, 18, 1
02/05/17, 19:39:49, 55, 18, 1
02/05/17, 19:40:23, 55, 18, 1
02/05/17, 19:40:54, 55, 18, 1
02/05/17, 19:41:25, 55, 18, 1
02/05/17, 19:41:55, 55, 18, 1
02/05/17, 19:42:26, 55, 17, 1
02/05/17, 19:42:56, 55, 18, 1
02/05/17, 19:43:40, 55, 18, 1
02/05/17, 19:44:11, 55, 18, 1
02/05/17, 19:44:47, 55, 18, 1
02/05/17, 19:45:20, 55, 18, 1
02/05/17, 19:45:53, 55, 18, 1
02/05/17, 19:46:24, 55, 18, 1
02/05/17, 19:46:55, 55, 18, 1
02/05/17, 19:47:26, 55, 18, 1
02/05/17, 19:47:56, 55, 18, 1
02/05/17, 19:48:36, 55, 18, 1
02/05/17, 19:49:06, 55, 18, 1
02/05/17, 19:49:38, 55, 18, 1
02/05/17, 19:50:09, 55, 17, 1
02/05/17, 19:50:42, 55, 18, 1
02/05/17, 19:51:12, 55, 18, 1
02/05/17, 19:51:42, 55, 18, 1
02/05/17, 19:52:14, 55, 18, 1
02/05/17, 19:52:44, 55, 18, 1
02/05/17, 19:53:16, 55, 18, 1
02/05/17, 19:53:47, 55, 18, 1
02/05/17, 19:54:17, 55, 18, 1
02/05/17, 19:54:47, 55, 18, 1
02/05/17, 19:55:21, 55, 18, 1
02/05/17, 19:55:52, 55, 18, 1
02/05/17, 19:56:24, 55, 18, 1
02/05/17, 19:56:54, 55, 18, 1
02/05/17, 19:57:24, 55, 17, 1
02/05/17, 19:57:54, 55, 18, 1
02/05/17, 19:58:25, 55, 17, 1
02/05/17, 19:58:58, 55, 18, 1
02/05/17, 19:59:33, 55, 18, 1
02/05/17, 20:00:03, 55, 18, 1
02/05/17, 20:00:34, 55, 18, 1
02/05/17, 20:01:05, 55, 17, 1
02/05/17, 20:01:35, 55, 18, 1
02/05/17, 20:02:05, 55, 18, 1
02/05/17, 20:02:35, 55, 18, 1
02/05/17, 20:03:07, 55, 18, 1
02/05/17, 20:03:38, 55, 18, 1
02/05/17, 20:04:09, 55, 18, 1
02/05/17, 20:04:43, 55, 18, 1
02/05/17, 20:05:19, 55, 18, 1
02/05/17, 20:05:50, 55, 18, 1
02/05/17, 20:06:24, 55, 18, 1
02/05/17, 20:06:57, 55, 18, 1
02/05/17, 20:07:28, 55, 18, 1
02/05/17, 20:08:05, 55, 18, 1
02/05/17, 20:08:36, 55, 18, 1
02/05/17, 20:09:09, 55, 18, 1
02/05/17, 20:09:41, 55, 18, 1
02/05/17, 20:10:16, 55, 18, 1
02/05/17, 20:10:48, 55, 18, 1
02/05/17, 20:11:18, 55, 18, 1
02/05/17, 20:11:50, 55, 18, 1
02/05/17, 20:12:20, 55, 18, 1
02/05/17, 20:13:07, 55, 18, 1
02/05/17, 20:13:37, 55, 18, 1
02/05/17, 20:14:07, 55, 18, 1
02/05/17, 20:14:37, 55, 18, 1
02/05/17, 20:15:11, 55, 18, 1
02/05/17, 20:15:41, 55, 18, 1
02/05/17, 20:16:12, 55, 18, 1
02/05/17, 20:16:46, 55, 18, 1
02/05/17, 20:17:17, 55, 18, 1
02/05/17, 20:17:48, 55, 18, 1
02/05/17, 20:18:19, 55, 18, 1
02/05/17, 20:18:53, 55, 18, 1
02/05/17, 20:19:23, 55, 18, 1
02/05/17, 20:19:54, 55, 18, 1
02/05/17, 20:20:25, 55, 18, 1
02/05/17, 20:20:55, 55, 18, 1
02/05/17, 20:21:26, 55, 18, 1
02/05/17, 20:21:57, 55, 18, 1
02/05/17, 20:22:27, 55, 18, 1
02/05/17, 20:22:57, 55, 18, 1
02/05/17, 20:23:32, 55, 18, 1
02/05/17, 20:24:07, 55, 18, 1
02/05/17, 20:24:45, 55, 18, 1
02/05/17, 20:25:19, 55, 18, 1
02/05/17, 20:25:56, 55, 18, 1
02/05/17, 20:26:27, 55, 17, 1
02/05/17, 20:27:04, 55, 18, 1
02/05/17, 20:27:38, 55, 18, 1
02/05/17, 20:28:08, 55, 18, 1
02/05/17, 20:28:38, 55, 18, 1
02/05/17, 20:29:08, 55, 18, 1
02/05/17, 20:29:45, 55, 18, 1
02/05/17, 20:30:15, 55, 18, 1
02/05/17, 20:30:49, 55, 18, 1
02/05/17, 20:31:22, 55, 18, 1
02/05/17, 20:31:56, 55, 18, 1
02/05/17, 20:32:26, 55, 18, 1
02/05/17, 20:32:57, 55, 17, 1
02/05/17, 20:33:28, 55, 18, 1
02/05/17, 20:33:58, 55, 18, 1
02/05/17, 20:34:29, 55, 18, 1
02/05/17, 20:34:59, 55, 18, 1
02/05/17, 20:35:29, 55, 18, 1
02/05/17, 20:35:59, 55, 18, 1
02/05/17, 20:36:29, 55, 18, 1
02/05/17, 20:37:00, 55, 18, 1
02/05/17, 20:37:31, 55, 18, 1
02/05/17, 20:38:03, 55, 18, 1
02/05/17, 20:38:37, 55, 18, 1
02/05/17, 20:39:08, 55, 18, 1
02/05/17, 20:39:38, 55, 18, 1
02/05/17, 20:40:10, 55, 18, 1
02/05/17, 20:40:40, 55, 18, 1
02/05/17, 20:41:10, 55, 18, 1
02/05/17, 20:41:42, 55, 17, 1
02/05/17, 20:42:12, 55, 18, 1
02/05/17, 20:42:45, 55, 18, 1
02/05/17, 20:43:17, 55, 18, 1
02/05/17, 20:43:48, 55, 17, 1
02/05/17, 20:44:25, 55, 18, 1
02/05/17, 20:45:00, 55, 18, 1
02/05/17, 20:45:33, 55, 18, 1
02/05/17, 20:46:04, 55, 18, 1
02/05/17, 20:46:35, 55, 18, 1
02/05/17, 20:47:06, 55, 18, 1
02/05/17, 20:47:44, 55, 18, 1
02/05/17, 20:48:16, 55, 10, 1
02/05/17, 20:48:50, 55, 18, 1
02/05/17, 20:49:24, 55, 18, 1
02/05/17, 20:49:55, 55, 18, 1
02/05/17, 20:50:29, 55, 18, 1
02/05/17, 20:50:59, 55, 18, 1
02/05/17, 20:51:32, 55, 18, 1
02/05/17, 20:52:02, 55, 18, 1
02/05/17, 20:52:33, 55, 18, 1
02/05/17, 20:53:05, 55, 18, 1
02/05/17, 20:53:35, 55, 18, 1
02/05/17, 20:54:11, 55, 18, 1
02/05/17, 20:54:42, 55, 18, 1
02/05/17, 20:55:12, 55, 18, 1
02/05/17, 20:55:47, 55, 18, 1
02/05/17, 20:56:17, 55, 18, 1
02/05/17, 20:56:47, 55, 18, 1
02/05/17, 20:57:18, 55, 18, 1
02/05/17, 20:57:49, 55, 18, 1
02/05/17, 20:58:19, 55, 18, 1
02/05/17, 20:58:50, 55, 18, 1
02/05/17, 20:59:21, 55, 18, 1
02/05/17, 20:59:52, 55, 18, 1
02/05/17, 21:00:28, 55, 18, 1
02/05/17, 21:00:59, 55, 18, 1
02/05/17, 21:01:30, 55, 18, 1
02/05/17, 21:02:00, 55, 18, 1
02/05/17, 21:02:30, 55, 18, 1
02/05/17, 21:03:01, 55, 18, 1
02/05/17, 21:03:32, 55, 18, 1
02/05/17, 21:04:03, 55, 18, 1
02/05/17, 21:04:33, 55, 18, 1
02/05/17, 21:05:03, 55, 18, 1
02/05/17, 21:05:34, 55, 18, 1
02/05/17, 21:06:06, 55, 18, 1
02/05/17, 21:06:36, 55, 18, 1
02/05/17, 21:07:08, 55, 18, 1
02/05/17, 21:07:39, 55, 18, 1
02/05/17, 21:08:10, 55, 18, 1
02/05/17, 21:08:40, 55, 18, 1
02/05/17, 21:09:10, 55, 18, 1
02/05/17, 21:09:41, 55, 18, 1
02/05/17, 21:10:13, 55, 18, 1
02/05/17, 21:10:45, 55, 18, 1
02/05/17, 21:11:15, 55, 18, 1
02/05/17, 21:11:48, 55, 18, 1
02/05/17, 21:12:20, 55, 18, 1
02/05/17, 21:12:50, 55, 17, 1
02/05/17, 21:13:21, 55, 17, 1
02/05/17, 21:13:52, 55, 18, 1
02/05/17, 21:14:22, 55, 18, 1
02/05/17, 21:14:52, 55, 18, 1
02/05/17, 21:15:23, 55, 18, 1
02/05/17, 21:15:53, 55, 18, 1
02/05/17, 21:16:23, 55, 18, 1
02/05/17, 21:16:54, 55, 18, 1
02/05/17, 21:17:24, 55, 18, 1
02/05/17, 21:17:56, 55, 18, 1
02/05/17, 21:18:27, 55, 18, 1
02/05/17, 21:19:00, 55, 18, 1
02/05/17, 21:19:30, 55, 18, 1
02/05/17, 21:20:00, 55, 18, 1
02/05/17, 21:20:31, 55, 18, 1
02/05/17, 21:21:05, 55, 18, 1
02/05/17, 21:21:35, 55, 18, 1
02/05/17, 21:22:05, 55, 18, 1
02/05/17, 21:22:36, 55, 17, 1
02/05/17, 21:23:06, 55, 18, 1
02/05/17, 21:23:38, 55, 18, 1
02/05/17, 21:24:08, 55, 18, 1
02/05/17, 21:24:39, 55, 18, 1
02/05/17, 21:25:10, 55, 18, 1
02/05/17, 21:25:40, 55, 18, 1
02/05/17, 21:26:10, 55, 18, 1
02/05/17, 21:26:51, 55, 18, 1
02/05/17, 21:27:24, 55, 18, 1
02/05/17, 21:27:55, 55, 18, 1
02/05/17, 21:28:25, 55, 18, 1
02/05/17, 21:28:56, 55, 18, 1
02/05/17, 21:29:27, 55, 18, 1
02/05/17, 21:29:59, 55, 18, 1
02/05/17, 21:30:32, 55, 18, 1
02/05/17, 21:31:09, 55, 18, 1
02/05/17, 21:31:39, 55, 18, 1
02/05/17, 21:32:13, 55, 18, 1
02/05/17, 21:32:48, 55, 18, 1
02/05/17, 21:33:19, 55, 17, 1
02/05/17, 21:33:50, 55, 17, 1
02/05/17, 21:34:20, 55, 18, 1
02/05/17, 21:34:50, 55, 18, 1
02/05/17, 21:35:20, 55, 18, 1
02/05/17, 21:35:52, 55, 18, 1
02/05/17, 21:36:22, 55, 18, 1
02/05/17, 21:36:57, 53, 19, 1
02/05/17, 21:37:27, 53, 18, 1
02/05/17, 21:38:03, 51, 20, 1
02/05/17, 21:38:37, 51, 20, 1
02/05/17, 21:39:08, 51, 20, 1
02/05/17, 21:39:38, 49, 21, 1
02/05/17, 21:40:09, 49, 20, 1
02/06/17, 11:15:52, 22, 34, 0
02/06/17, 11:31:24, 23, 33, 0
02/06/17, 19:24:58, 55, 18, 1
02/06/17, 19:34:12, 55, 18, 1
02/06/17, 20:04:51, 45, 22, 1
02/06/17, 20:09:34, 36, 27, 1
02/06/17, 20:57:49, 38, 26, 1
02/07/17, 09:15:26, 22, 34, 0
02/07/17, 11:56:05, 25, 33, 0
02/07/17, 21:00:59, 55, 18, 1
02/07/17, 21:40:46, 31, 29, 0
02/08/17, 00:11:25, 30, 30, 0
02/08/17, 00:55:40, 57, 17, 1
02/08/17, 08:48:35, 28, 31, 0
02/08/17, 08:55:48, 30, 30, 0
02/08/17, 09:40:46, 29, 31, 0
02/08/17, 10:27:48, 28, 32, 0
02/08/17, 11:18:28, 37, 26, 1
02/08/17, 12:02:42, 30, 31, 0
